Engine_capacity_in_cc_log,HorsePower_in_HP_log,HorsePower_in_HP_2_log,Max_speed_in_km/h_boxcox,Time_to_100kmph_sec_reciprocal,Price_Max_log,Seats_yeojohnson,Torque_in_Nm_log,Torque_in_Nm_2_log,Precio_Categoria,Precio_Alto,Seats_Cat
8.291797105048733,6.871091294610546,6.871091294610546,1.9587238183687434,0.3846153846153846,13.910821646859095,-1.9270702985935806,6.68586094706836,6.68586094706836,Alto,1,Deportivo (1-2)
8.817297783866575,6.335054251498059,6.335054251498059,0.6757558138159917,0.1851851851851852,13.038983942375959,0.12818669675762695,6.803505257608338,6.803505257608338,Alto,1,Familiar (5-10)
7.0909098220799835,4.2626798770413155,4.454347296253507,-1.1216071064698803,0.09433962264150944,9.61587214452889,0.12818669675762695,4.61512051684126,4.948759890378168,Bajo,0,Familiar (5-10)
8.289790583181643,6.447305862541213,6.447305862541213,0.6757558138159917,0.303030303030303,11.989165855127435,-0.5145874607631434,6.803505257608338,6.803505257608338,Alto,1,Compacto (3-4)
8.557374981049069,6.401917196727186,6.401917196727186,1.7089004184611656,0.27027027027027023,12.442294304367605,-1.9270702985935806,6.329720905522696,6.329720905522696,Alto,1,Deportivo (1-2)
8.292798858200374,6.566672429803241,6.566672429803241,1.9707873173928478,0.3333333333333333,13.120363378739663,-1.9270702985935806,6.647688373563329,6.647688373563329,Alto,1,Deportivo (1-2)
8.289790583181643,6.487684018484611,6.487684018484611,1.6305879956224572,0.27027027027027023,12.172727835396879,-1.9270702985935806,6.530877627725885,6.530877627725885,Alto,1,Deportivo (1-2)
8.293299358711323,6.311734809152915,6.311734809152915,1.6829771733918575,0.24390243902439027,12.647551406590285,-0.5145874607631434,6.803505257608338,6.803505257608338,Alto,1,Compacto (3-4)
8.77940359789435,6.621405651764134,6.621405651764134,2.147202845978411,0.3333333333333333,15.319588176962746,-1.9270702985935806,6.53813982376767,6.53813982376767,Alto,1,Deportivo (1-2)
8.268988209506656,6.566672429803241,6.566672429803241,1.9587238183687434,0.3333333333333333,12.54254845357358,-1.9270702985935806,6.647688373563329,6.647688373563329,Alto,1,Deportivo (1-2)
8.77909581088053,6.672032945461067,6.672032945461067,1.9587238183687434,0.3333333333333333,12.765691290604371,-1.9270702985935806,6.577861357721047,6.577861357721047,Alto,1,Deportivo (1-2)
8.268988209506656,6.385194398997726,6.385194398997726,1.7089004184611656,0.303030303030303,12.25486757159303,-1.9270702985935806,6.634633357861686,6.634633357861686,Alto,1,Deportivo (1-2)
8.268988209506656,6.418364935936212,6.418364935936212,1.7089004184611656,0.2857142857142857,12.345838935721968,-1.9270702985935806,6.634633357861686,6.634633357861686,Alto,1,Deportivo (1-2)
8.77909581088053,6.672032945461067,6.672032945461067,1.9587238183687434,0.3333333333333333,14.346139397261565,-1.9270702985935806,6.579251212010101,6.579251212010101,Alto,1,Deportivo (1-2)
8.268988209506656,6.566672429803241,6.566672429803241,1.9587238183687434,0.3333333333333333,12.54254845357358,-1.9270702985935806,6.647688373563329,6.647688373563329,Alto,1,Deportivo (1-2)
8.268988209506656,6.418364935936212,6.418364935936212,1.7089004184611656,0.303030303030303,12.301387370778713,-1.9270702985935806,6.634633357861686,6.634633357861686,Alto,1,Deportivo (1-2)
8.268988209506656,6.418364935936212,6.418364935936212,1.7089004184611656,0.2857142857142857,12.388398368982115,-1.9270702985935806,6.634633357861686,6.634633357861686,Alto,1,Deportivo (1-2)
8.00603417874901,5.948034989180646,5.948034989180646,0.6757558138159917,0.23809523809523814,10.894904309600681,-1.9270702985935806,6.2166061010848646,6.2166061010848646,Medio,0,Deportivo (1-2)
7.6004023345004,5.327876168789581,5.327876168789581,0.2459628680930384,0.15384615384615385,10.203629181337648,-1.9270702985935806,5.327876168789581,5.327876168789581,Bajo,0,Deportivo (1-2)
7.778211474512493,5.43372200355424,5.43372200355424,0.2459628680930384,0.1754385964912281,10.308985993422082,-0.5145874607631434,5.5254529391317835,5.5254529391317835,Bajo,0,Compacto (3-4)
8.641885635373555,5.945420608606575,5.945420608606575,0.13064689558092224,0.14705882352941177,11.350418300109132,1.3292356930768237,6.2166061010848646,6.2166061010848646,Alto,1,Familiar (5-10)
8.641885635373555,5.945420608606575,5.945420608606575,-0.28030277457695474,0.14285714285714285,10.819798284210286,1.3292356930768237,6.480044561926653,6.480044561926653,Medio,0,Familiar (5-10)
8.242756345714477,6.398594934535208,6.398594934535208,1.6437538776514584,0.3333333333333333,11.635151947212842,-0.5145874607631434,6.45833828334479,6.45833828334479,Alto,1,Compacto (3-4)
8.215276958936633,5.808142489980444,5.808142489980444,0.6757558138159917,0.20833333333333334,10.308985993422082,-1.9270702985935806,5.905361848054571,5.905361848054571,Bajo,0,Deportivo (1-2)
8.00603417874901,5.993961427306569,5.993961427306569,1.2999812068020016,0.23809523809523814,10.596659732783579,-1.9270702985935806,6.16541785423142,6.16541785423142,Medio,0,Deportivo (1-2)
7.819636302367592,5.241747015059643,5.241747015059643,0.22697893573855324,0.13513513513513514,10.12667110305036,0.12818669675762695,5.942799375126701,5.942799375126701,Bajo,0,Familiar (5-10)
